obs	hh_code	round	year	state	age	edu	off_incUS	hhexpend_pc	hhsize_ae	area_ha	cotarea_ha	bt	bt_ha	kcal_tot	kcal_nutr
270	72	1	2002	1	40	7	0	279.1957	5.1	5.6658	2.0235	1	0.8094	4077	496.3526
271	72	2	2004	1	42	7	0	646.8577	10.9	40.47	16.188	1	8.094	3131	464.1034
272	72	3	2006	1	44	7	921.0648	634.5851	5.6	40.47	12.9504	1	12.9504	3559	669.8954
273	72	4	2008	1	46	7	1473.704	4170.619	11.8	40.47	16.188	1	16.188	3958	692.6591
274	73	1	2002	1	42	4	0	211.1941	4.3	4.047	2.4282	0	0	3739	477.1339
275	73	2	2004	1	44	4	0	268.8495	4	5.6658	2.8329	1	1.6188	4303	562.6519
276	73	3	2006	1	46	4	0	270.6479	5.2	3.84465	1.2141	1	1.2141	2988	354.2663
277	73	4	2008	1	48	4	0	284.0687	5.4	6.0705	3.2376	1	3.2376	2222	397.7102
278	74	1	2002	1	25	12	589.4814	383.3402	2.6	7.2846	3.6423	0	0	3124	290.1554
279	74	2	2004	1	27	12	128.9491	202.7854	3.4	7.2846	4.8564	1	2.8329	3526	454.7739
280	74	3	2006	1	29	12	184.213	405.7792	3.6	7.2846	2.4282	1	2.4282	3844	348.5547
281	74	4	2008	1	31	12	1105.278	367.097	3.4	7.2846	4.4517	1	4.4517	3606	529.1204
282	75	1	2002	1	60	0	0	256.0525	6.6	12.141	3.6423	0	0	3467	567.884
283	75	2	2004	1	62	0	0	626.6769	6.6	12.141	7.6893	1	7.6893	3937	603.4697
284	75	3	2006	1	64	0	0	498.6476	6.3	12.141	1.2141	1	1.2141	2309	328.2644
285	75	4	2008	1	66	0	0	964.8333	9.5	12.141	6.4752	1	6.4752	3557	467.0521
286	76	1	2002	1	45	12	0	381.8629	4.7	4.047	3.2376	0	0	3298	1143.339
287	76	2	2004	1	47	12	0	272.8286	9.5	26.3055	12.141	0	0	2302	418.356
288	76	3	2006	1	49	12	0	562.3027	4.2	16.188	8.094	1	8.094	3644	690.7344
289	76	4	2008	1	51	12	0	415.4425	5.4	16.9974	10.1175	1	10.1175	2131	411.9889
290	77	1	2002	1	28	8	0	244.1526	4.6	3.2376	0.8094	0	0	3268	545.9361
291	77	2	2004	1	30	8	0	135.7825	5.2	2.8329	1.2141	1	0.4047	3899	450.6959
292	77	3	2006	1	32	8	442.1111	138.6488	5.3	3.2376	1.2141	1	1.2141	2260	270.2457
293	77	4	2008	1	34	8	460.5324	161.7341	5.4	3.6423	1.6188	1	1.6188	2204	252.767
294	78	1	2002	1	48	10	0	360.5663	3.8	2.8329	1.6188	0	0	3188	1031.037
295	78	2	2004	1	50	10	0	291.3415	4.1	8.094	4.8564	1	0.4047	3434	412.0567
296	78	3	2006	1	52	10	0	348.7894	5	2.8329	2.0235	1	2.0235	4105	802.2074
297	78	4	2008	1	54	10	0	367.8449	5	4.8564	2.0235	1	2.0235	2158	457.7156
298	79	1	2002	1	30	7	265.2667	209.4144	5.8	4.047	2.4282	0	0	2259	447.3935
299	79	2	2004	1	32	7	313.162	210.3866	8.9	4.047	2.8329	1	2.0235	2308	705.5757
300	79	3	2006	1	34	7	0	238.9091	5.8	4.24935	2.0235	1	2.0235	2873	445.5728
301	79	4	2008	1	36	7	0	479.3307	3.6	4.047	2.8329	1	2.8329	2610	476.7461
302	80	1	2002	1	40	7	368.4259	237.9975	5.4	6.0705	2.0235	1	0.44517	2719	360.4825
303	80	2	2004	1	42	7	0	379.0424	6.2	10.1175	4.047	1	2.8329	4289	299.3854
304	80	3	2006	1	44	7	0	260.8875	5.2	10.1175	6.0705	1	6.0705	2846	364.9867
305	80	4	2008	1	46	7	0	246.5781	12.5	10.1175	2.4282	1	2.4282	1110	272.5241
306	81	1	2002	1	38	10	0	245.158	3.8	4.047	3.2376	1	0.8094	4311	490.1255
307	81	2	2004	1	40	10	0	304.1564	4.6	5.6658	2.0235	1	2.0235	3384	690.0536
308	81	3	2006	1	42	10	0	196.4396	4.6	5.6658	2.8329	1	2.8329	3186	283.3104
309	81	4	2008	1	44	10	0	314.0708	5.8	6.4752	3.6423	1	3.6423	2848	542.6078
310	82	1	2002	1	38	12	0	234.5343	3.5	2.8329	0.8094	1	0.8094	4181	838.4753
311	82	2	2004	1	40	12	1842.13	683.4243	18.3	40.47	12.141	1	4.047	3962	1539.539
312	82	3	2006	1	42	12	184.213	549.0443	5.8	9.7128	0.505875	1	0.505875	4610	1296.695
313	82	4	2008	1	44	12	1105.278	701.343	5.7	10.1175	5.6658	1	5.6658	2047	721.8152
314	83	1	2002	1	27	9	221.0555	170.0041	8.2	24.282	6.0705	0	0	3404	851.7573
315	83	2	2004	1	29	9	221.0555	511.4598	9.3	24.282	8.094	1	1.6188	3392	793.4652
316	83	3	2006	1	31	9	0	640.2518	10.7	16.188	6.0705	1	6.0705	4446	1009.728
317	83	4	2008	1	33	9	442.1111	768.9145	9.6	24.282	9.3081	1	9.3081	3751	611.2621
318	84	1	2002	1	40	0	0	255.714	11.7	8.094	4.047	1	1.2141	3988	318.5154
319	84	2	2004	1	42	0	0	757.5717	12.3	24.282	16.188	1	8.094	3963	505.9897
320	84	4	2008	1	46	0	2763.194	651.2127	6.9	10.9269	10.1175	1	10.1175	3597	484.4374
321	85	1	2002	1	25	9	0	233.0016	9.2	6.0705	2.8329	1	0.8094	3629	354.7832
322	85	2	2004	1	27	9	0	400.3956	9.5	8.9034	4.8564	1	0.8094	4032	1635.769
323	85	3	2006	1	29	9	0	352.5613	10.6	7.6893	6.0705	1	6.0705	3686	429.4224
324	85	4	2008	1	31	9	0	476.6107	9.3	10.1175	5.6658	1	5.6658	3935	377.2048
325	86	1	2002	1	42	15	460.5324	227.9852	4.2	4.047	1.2141	0	0	3734	692.6291
326	86	2	2004	1	44	15	1105.278	257.851	5.8	2.0235	0.8094	0	0	2205	634.6221
327	86	3	2006	1	46	15	0	263.9382	7.8	2.4282	0.60705	1	0.60705	2387	653.3749
328	86	4	2008	1	48	15	1657.917	537.5884	4.2	2.0235	0.8094	1	0.8094	3549	757.7784
329	87	1	2002	1	31	10	442.1111	128.5187	3.3	1.6188	0.8094	0	0	3676	275.516
330	87	2	2004	1	32	10	1842.13	498.954	9.4	20.235	4.047	0	0	2829	316.823
331	88	1	2002	1	40	9	0	228.5597	4.4	2.4282	1.2141	0	0	2817	1070.165
332	88	2	2004	1	42	9	184.213	182.6869	5.5	2.4282	0	0	0	2416	349.2896
333	88	3	2006	1	44	9	0	422.682	4.7	2.4282	1.2141	1	1.2141	2469	472.4959
334	88	4	2008	1	46	9	0	566.2071	4.8	4.047	1.2141	1	1.2141	2454	733.9276
335	89	1	2002	1	46	15	921.0648	472.7123	4	16.188	6.0705	1	0.60705	3793	589.9889
336	89	2	2004	1	48	15	7000.092	633.874	10.6	40.47	12.141	1	6.0705	3993	508.1541
337	90	1	2002	1	48	10	0	181.1572	4.6	7.89165	2.0235	1	0.8094	2117	450.0011
338	90	2	2004	1	50	10	0	193.2632	5.8	6.0705	2.0235	0	0	2301	484.5652
339	90	4	2008	1	54	10	0	428.0522	6.4	3.2376	2.0235	1	2.0235	2586	556.8231
340	91	1	2002	1	55	7	0	112.3	7.3	10.9269	2.4282	1	0.8094	1986	285.2624
341	91	2	2004	1	57	7	1105.278	141.9009	9.2	7.2846	2.4282	0	0	2409	278.4254
342	91	4	2008	1	61	7	0	403.9609	11.5	13.3551	3.2376	1	3.2376	1794	254.4665
343	92	1	2002	1	45	7	552.6389	327.8621	5	0.8094	0.8094	0	0	3656	729.4124
344	92	2	2004	1	47	7	1105.278	267.9945	4.3	6.0705	1.2141	0	0	2912	517.9747
345	92	3	2006	1	49	7	1013.171	556.5325	3.3	4.8564	3.2376	1	3.2376	3542	961.6425
346	92	4	2008	1	51	7	1105.278	661.3186	3.2	2.8329	0.8094	1	0.8094	3128	807.5735
347	93	1	2002	1	35	10	0	278.1699	5.1	3.2376	0.8094	0	0	3727	1072.044
348	93	4	2008	1	41	10	0	315.0539	5	4.047	0.4047	1	0.4047	3744	361.7276
349	94	1	2002	1	52	15	663.1666	289.2901	4.9	4.047	1.01175	0	0	3500	724.0977
350	94	2	2004	1	54	15	1842.13	441.8632	5.9	3.2376	1.2141	0	0	3611	498.5352
351	94	4	2008	1	58	15	552.6389	243.7014	3.1	2.4282	0.4047	1	0.4047	2931	409.6515
352	95	1	2002	1	30	10	0	186.5613	7.3	8.094	1.6188	1	0.4047	3479	375.344
353	95	2	2004	1	32	10	0	186.9441	10.1	12.141	4.047	0	0	2692	420.5576
354	95	3	2006	1	34	10	0	379.8708	8.4	14.5692	3.2376	1	3.2376	4280	431.3232
355	95	4	2008	1	36	10	0	466.0817	10.4	14.5692	4.8564	1	4.8564	2267	438.4892
356	96	1	2002	1	30	12	0	338.0796	7.9	10.1175	4.047	1	0.4047	3185	563.5616
357	96	2	2004	1	32	12	0	374.5895	9.5	10.72455	2.8329	1	1.6188	3506	378.4905
358	96	3	2006	1	34	12	294.7407	150.3785	10.5	3.2376	1.6188	1	1.6188	2860	317.9543
359	96	4	2008	1	36	12	0	143.6764	6.2	3.6423	1.6188	1	1.6188	1738	214.7874
360	97	1	2002	1	40	10	0	222.5687	3.3	2.8329	1.41645	1	0.4047	3411	577.9337
361	97	2	2004	1	42	10	515.7963	271.7235	4.2	1.6188	0.4047	0	0	2622	296.23
362	98	1	2002	1	28	9	0	247.0485	8.3	3.2376	0.8094	1	0.4047	3504	516.6569
363	98	2	2004	1	30	9	276.3194	439.5816	10.2	3.6423	1.2141	0	0	2058	206.7646
364	98	3	2006	1	32	9	0	171.0254	7.9	2.8329	0.4047	1	0.4047	2504	248.9808
365	98	4	2008	1	34	9	736.8518	139.7744	7.3	2.4282	0.8094	1	0.8094	1844	388.4886
366	99	1	2002	1	50	10	0	208.2889	6.3	4.047	1.6188	1	0.4047	3221	391.5964
367	99	2	2004	1	52	10	0	179.3224	8.7	10.9269	4.8564	1	0.8094	2756	443.2432
368	99	3	2006	1	54	10	0	247.0249	8	12.141	1.82115	0	0	2215	401.4456
369	99	4	2008	1	56	10	0	275.2928	5.7	10.1175	2.8329	1	2.8329	2745	393.0712
370	100	1	2002	1	35	0	0	256.8527	2.8	2.0235	1.2141	1	0.4047	4119	919.0319
371	100	2	2004	1	37	0	0	195.7162	3.9	2.8329	0.4047	0	0	2883	695.8286
372	100	3	2006	1	39	0	147.3704	196.0063	4	2.0235	0.8094	1	0.8094	3264	685.1563
373	100	4	2008	1	41	0	0	381.3487	4	2.0235	0.4047	1	0.4047	2805	425.9799
374	101	1	2002	1	25	11	0	331.5388	4.4	2.0235	0.8094	1	0.4047	3974	1380.382
375	101	2	2004	1	27	11	442.1111	109.4004	5.7	3.6423	0.8094	0	0	2178	322.8651
376	101	3	2006	1	29	11	408.9528	108.4664	6.2	3.2376	0.4047	1	0.4047	3173	326.5031
377	101	4	2008	1	31	11	257.8981	204.323	6.7	3.2376	1.6188	1	1.6188	2442	366.3543
378	102	1	2002	1	28	10	0	191.4102	7.3	2.8329	0.4047	1	0.4047	4348	433.9814
379	102	2	2004	1	30	10	9210.647	168.9859	8	4.8564	2.0235	0	0	3212	292.9391
380	102	4	2008	1	34	10	1842.13	377.2224	8.5	8.094	1.6188	1	1.6188	2996	612.9132
381	103	1	2002	1	20	12	0	136.9635	7.9	8.094	1.41645	1	0.44517	3537	339.4457
382	103	2	2004	1	22	12	128.9491	287.658	9.5	9.3081	2.8329	1	0.4047	3562	471.0917
383	103	3	2006	1	24	12	1289.491	983.5394	10.5	8.4987	1.6188	1	1.6188	3638	726.251
384	103	4	2008	1	26	12	1842.13	315.0714	11.2	6.0705	1.6188	1	1.6188	3982	233.6126
385	104	1	2002	1	27	12	0	230.4473	6.9	6.0705	1.6188	1	0.4047	2911	739.9219
386	104	2	2004	1	29	12	0	292.2397	7.7	6.0705	2.0235	0	0	2465	445.3812
387	104	3	2006	1	31	12	221.0555	140.1169	9.2	5.6658	2.0235	1	2.0235	2044	329.9861
388	104	4	2008	1	33	12	1842.13	298.6964	7.2	5.6658	1.6188	1	1.6188	3333	551.7387
389	105	1	2002	1	35	5	276.3194	282.2979	3.7	0.60705	0.4047	1	0.4047	3780	563.4476
390	105	2	2004	1	37	5	442.1111	179.8727	4	1.2141	1.2141	0	0	2378	411.1741
391	106	1	2002	2	25	15	110.5278	125.5355	5.2	2.0235	0.8094	1	0.8094	2335	409.1841
392	106	2	2004	2	27	15	0	179.3827	6.4	6.0705	1.2141	1	1.2141	3142	267.4009
393	106	3	2006	2	29	15	0	292.9016	2.8	2.0235	2.0235	1	2.0235	2634	416.7113
394	106	4	2008	2	31	15	0	814.3645	2.8	2.0235	2.4282	1	2.4282	3411	363.2659
395	107	1	2002	2	37	12	0	259.4419	2.7	6.4752	2.0235	1	2.0235	3925	696.2402
396	107	2	2004	2	39	12	1326.333	141.7462	7	3.6423	0.8094	1	0.8094	3759	363.2503
397	107	3	2006	2	41	12	0	357.2746	3.5	3.6423	1.6188	1	1.6188	3656	813.2922
398	107	4	2008	2	43	12	0	265.9464	8.7	3.6423	3.2376	1	3.2376	3728	262.8823
399	108	1	2002	2	45	6	0	82.119	4.4	3.6423	0.8094	0	0	2041	599.6042
400	108	2	2004	2	47	6	0	150.9019	5.3	2.4282	0.8094	0	0	2713	444.5823
401	108	3	2006	2	49	6	0	408.0279	3.4	1.2141	0.60705	1	0.60705	3703	861.2695
402	108	4	2008	2	51	6	202.6342	296.95	2.6	1.2141	0.60705	1	0.60705	1853	123.4328
403	109	1	2002	2	35	10	0	109.5757	4.2	4.047	0.4047	0	0	3066	465.7242
404	109	2	2004	2	37	10	0	162.9529	4.4	4.047	0.8094	1	0.8094	2472	317.2173
405	109	3	2006	2	39	10	921.0648	283.7306	3.1	2.63055	1.82115	1	1.82115	3312	511.1265
406	109	4	2008	2	41	10	460.5324	455.2645	3.2	2.63055	1.41645	1	1.41645	3891	394.7852
407	110	1	2002	2	65	21	8842.222	223.8428	4.6	14.1645	4.047	0	0	3216	474.5989
408	110	2	2004	2	67	21	36842.59	1364.143	1.6	12.9504	4.047	0	0	4169	692.5336
409	111	1	2002	2	71	10	309.4778	383.5864	4.8	4.8564	0.8094	0	0	2416	208.2541
410	111	2	2004	2	73	10	0	157.3064	5.2	1.299087	0.4047	1	0.8094	2847	271.5904
411	111	3	2006	2	75	10	0	222.2532	4.1	1.2141	1.2141	1	1.2141	3987	410.0707
412	111	4	2008	2	77	10	1908.446	499.8647	9	5.2611	4.047	1	4.047	3855	342.5335
413	112	1	2002	2	40	10	1326.333	173.3131	4.2	0.8094	0.8094	0	0	2840	398.0371
414	112	2	2004	2	42	10	0	155.6263	11.9	2.0235	1.2141	0	0	2025	204.7538
415	112	3	2006	2	44	10	0	198.9506	3.9	2.0235	1.2141	1	1.2141	3141	487.1671
416	112	4	2008	2	46	10	73.68518	283.8305	4.3	1.2141	1.2141	1	1.2141	2371	431.1833
417	113	1	2002	2	65	0	397.9	108.5409	4.4	2.4282	0.4047	0	0	3134	350.4063
418	113	2	2004	2	67	0	0	124.3098	6.8	2.0235	1.6188	0	0	1798	218.9791
419	113	4	2008	2	71	0	184.213	305.0764	3.2	0.8094	0.8094	1	0.8094	3836	278.7665
420	114	1	2002	2	50	3	66.31667	110.8863	5.3	3.84465	1.01175	1	0.8094	3067	482.8471
421	114	2	2004	2	52	3	0	374.8847	6.5	4.913058	1.675458	1	1.6188	3661	276.3428
422	114	4	2008	2	56	3	36.84259	283.7303	4.2	4.8564	1.01175	1	1.01175	2831	612.5866
423	115	1	2002	2	29	2	176.8444	168.7115	3	2.63055	0.4047	1	0.4047	2894	474.4695
424	115	2	2004	2	31	2	0	185.6905	5.2	2.4282	0.8094	1	0.8094	3196	401.0296
425	115	3	2006	2	33	2	0	271.1941	4.2	2.8329	0.8094	1	0.8094	3639	1015.538
426	116	1	2002	2	75	0	0	203.7546	5.2	4.047	1.2141	1	0.4047	2904	450.4192
427	116	2	2004	2	77	0	0	153.3164	6.1	4.047	0.8094	1	0.8094	3032	434.1397
428	116	3	2006	2	79	0	672.3773	247.5891	6.3	2.4282	1.2141	1	1.2141	3028	623.0123
429	116	4	2008	2	81	0	184.213	258.6947	5.6	1.29504	0.8094	1	0.8094	3987	355.2166
430	117	1	2002	2	45	0	0	92.65654	4.2	2.4282	0.8094	0	0	2008	407.3576
431	117	2	2004	2	47	0	0	142.5973	6.1	2.4282	1.2141	1	1.2141	2703	399.4377
432	117	3	2006	2	49	0	0	233.8093	3.3	2.4282	0.4047	1	0.4047	3077	510.4249
433	118	1	2002	2	62	10	0	125.634	5.4	4.047	1.2141	0	0	2731	525.3355
434	118	2	2004	2	64	10	0	475.2274	3.7	5.6658	1.6188	1	1.6188	3252	444.505
435	118	3	2006	2	66	10	0	559.1185	5.6	4.047	1.6188	1	1.6188	2719	361.8229
436	118	4	2008	2	68	10	552.6389	295.5979	7.6	4.047	1.6188	1	1.6188	2286	325.8593
437	119	1	2002	2	45	7	1160.542	79.03159	3.7	0.8094	0.8094	0	0	3395	1211.819
438	119	2	2004	2	47	7	644.7453	401.4812	6.2	3.2376	0.8094	0	0	2737	615.7474
439	119	3	2006	2	49	7	0	371.0546	3.7	3.2376	1.2141	1	1.2141	3938	796.2694
440	119	4	2008	2	51	7	3684.259	957.5684	3.8	2.0235	1.6188	1	1.6188	4107	948.7973
441	120	1	2002	2	50	2	0	74.40295	4.4	1.2141	2.0235	0	0	2482	439.1789
442	120	2	2004	2	52	2	0	222.7012	4.6	1.2141	0.8094	1	0.8094	3201	415.1948
443	120	3	2006	2	54	2	0	303.0357	2.8	0.8094	0.8094	1	0.8094	3179	318.113
444	120	4	2008	2	56	2	110.5278	384.4886	3.6	1.2141	0.4047	1	0.4047	3244	397.8103
445	121	1	2002	2	60	7	0	149.364	2.8	2.4282	1.2141	0	0	2902	468.4556
446	121	2	2004	2	62	7	0	162.5739	6.6	2.4282	1.6188	0	0	2763	376.5066
447	121	3	2006	2	64	7	0	201.4167	3.6	1.2141	0.8094	1	0.8094	2780	498.8136
448	121	4	2008	2	66	7	0	292.6047	3.6	2.4282	1.2141	1	1.2141	3030	354.934
449	122	1	2002	2	60	1	0	116.7638	7.3	3.2376	0.60705	0	0	4098	664.6006
450	122	2	2004	2	62	1	0	492.5042	9.2	7.2846	2.4282	1	2.4282	3495	247.3157
451	122	3	2006	2	64	1	0	246.7281	3.8	1.6188	1.6188	1	1.6188	3716	422.2534
452	122	4	2008	2	66	1	0	333.7278	4.6	3.6423	1.82115	1	1.82115	2735	384.5604
453	123	1	2002	2	55	7	198.95	100.0759	6	3.2376	0.4047	0	0	3079	950.733
454	123	2	2004	2	57	7	442.1111	636.4825	3.8	4.4517	0.8094	1	0.8094	4311	1418.084
455	123	3	2006	2	59	7	0	283.562	3.8	1.6188	0.4047	1	0.4047	4061	519.2433
456	123	4	2008	2	61	7	64.47453	377.8992	8.1	1.2141	1.2141	1	1.2141	3410	748.3401
457	124	1	2002	2	60	10	2210.555	95.5913	4.1	0.4047	1.41645	0	0	2634	371.3521
458	124	2	2004	2	62	10	18421.29	354.0246	1.8	8.094	5.6658	1	5.6658	4064	711.3236
459	124	3	2006	2	64	10	921.0648	386.5527	5.3	0	8.094	1	8.094	3443	539.3114
460	124	4	2008	2	66	10	2578.981	1323.063	3.4	0	11.3316	1	11.3316	4553	1577.49
461	125	1	2002	2	60	5	663.1666	189.208	3.3	4.8564	0.8094	1	0.8094	3066	473.5411
462	125	2	2004	2	62	5	0	758.8677	6.8	4.8564	1.6188	1	1.6188	3887	355.3303
463	125	3	2006	2	64	5	0	241.3942	8.2	3.2376	2.4282	1	2.4282	3586	544.2463
464	125	4	2008	2	66	5	0	531.9027	9.9	4.8564	2.4282	1	2.4282	1913	429.8401
465	126	1	2002	2	60	10	0	383.6685	5.8	48.564	12.141	1	12.141	3911	479.9052
466	126	2	2004	2	62	10	0	1248.446	5.7	40.47	22.2585	1	10.1175	4252	502.9938
467	126	3	2006	2	64	10	3684.259	612.0231	5.4	14.1645	4.047	1	4.047	3812	611.2981
468	126	4	2008	2	66	10	552.6389	1058.06	5.2	14.1645	16.188	1	16.188	3841	641.806
469	127	1	2002	2	60	6	663.1666	135.8002	3.6	1.6188	0.8094	0	0	3250	598.2375
470	128	1	2002	2	65	8	0	125.7581	6.2	4.8564	1.01175	0	0	3380	983.4554
471	128	2	2004	2	67	8	0	1164.961	5.8	4.8564	1.2141	1	1.719975	3183	346.1462
472	128	3	2006	2	69	8	0	567.1739	6.6	4.8564	3.2376	1	3.2376	3597	874.8763
473	128	4	2008	2	71	8	0	778.2803	7.7	4.8564	4.8564	1	4.8564	2767	655.4867
474	129	1	2002	2	40	10	0	81.43209	3.3	2.22585	0.8094	0	0	2359	351.8075
475	129	2	2004	2	42	10	0	216.3597	3.3	2.4282	1.6188	1	0.8094	3646	230.1526
476	129	3	2006	2	44	10	0	325.4329	2.5	2.4282	1.2141	1	1.2141	3645	719.9368
477	129	4	2008	2	46	10	46.05324	231.7624	4.2	2.4282	1.2141	1	1.2141	2262	932.1028
478	130	1	2002	2	50	10	0	176.8584	4.6	8.094	4.8564	1	4.8564	3587	579.5399
479	130	2	2004	2	52	10	1105.278	389.1769	4.4	8.094	2.0235	1	2.0235	3123	428.7124
480	130	3	2006	2	54	10	0	722.4106	4.1	5.6658	2.0235	1	2.0235	3640	671.3614
481	130	4	2008	2	56	10	322.3727	392.7401	4.3	2.4282	2.0235	1	2.0235	2814	553.1341
482	131	1	2002	2	35	10	0	163.5412	3.2	2.4282	0.60705	0	0	3705	1025.534
483	132	1	2002	2	65	7	0	188.6541	3.8	4.8564	0.8094	0	0	2531	644.3227
484	133	1	2002	2	63	4	2100.028	159.8266	6.4	5.05875	1.2141	1	1.2141	3149	717.7206
485	133	2	2004	2	65	4	0	260.9628	6.3	10.1175	3.2376	1	1.6188	2992	423.8406
486	133	3	2006	2	67	4	0	1008.179	6.6	7.2846	2.0235	1	2.0235	3226	414.8444
487	133	4	2008	2	69	4	3979	954.5679	5.9	8.094	3.2376	1	3.2376	3143	600.4467
488	134	1	2002	2	52	10	0	223.7998	3.8	4.047	0.60705	1	0.4047	2665	361.3003
489	134	2	2004	2	54	10	0	424.7044	3.8	3.6423	1.2141	1	4.047	4389	712.4279
490	134	3	2006	2	56	10	0	375.0843	3.8	4.047	0.8094	1	0.8094	3532	750.6605
491	134	4	2008	2	58	10	736.8518	802.6473	4.6	3.2376	1.01175	1	1.01175	3577	288.5126
492	135	1	2002	2	60	7	0	202.2979	5.2	6.4752	1.6188	0	0	3610	1015.096
493	135	2	2004	2	62	7	1105.278	391.7781	4.4	6.8799	2.0235	1	2.0235	3152	501.6153
494	135	3	2006	2	64	7	0	438.0594	6.8	6.4752	2.8329	1	2.8329	2944	360.7399
495	135	4	2008	2	66	7	3684.259	872.9673	5.2	6.8799	2.8329	1	2.8329	3361	458.3753
496	136	1	2002	2	63	9	1657.917	165.2647	3.6	6.0705	1.01175	0	0	2622	526.4669
497	136	2	2004	2	65	9	0	224.1278	6.1	5.6658	0.8094	1	0.8094	3151	410.264
498	136	3	2006	2	67	9	0	469.9258	9	5.2611	1.2141	1	1.2141	2493	277.3841
499	136	4	2008	2	69	9	2763.194	814.4523	9.2	5.2611	2.0235	1	2.0235	3612	522.6888
500	137	1	2002	2	50	15	0	93.68076	5.4	2.8329	1.2141	0	0	2559	701.109
501	137	2	2004	2	52	15	0	541.4461	4.8	4.4517	1.6188	1	0.505875	3434	560.3923
502	137	3	2006	2	54	15	0	320.8095	4.6	6.8799	2.4282	1	2.4282	3484	665.0491
503	137	4	2008	2	56	15	18.4213	380.4362	4.4	6.8799	2.8329	1	2.8329	3119	452.3836
504	138	1	2002	2	38	10	0	94.96101	7.9	4.047	0.8094	0	0	2673	477.9719
505	138	2	2004	2	40	10	0	136.1073	8.5	5.2611	0.8094	1	0.8094	2758	296.786
506	138	3	2006	2	42	10	0	233.074	4	4.8564	1.2141	1	1.2141	3066	447.4755
507	138	4	2008	2	44	10	0	533.3016	9.7	4.8564	1.6188	1	1.6188	3253	367.8784
508	139	1	2002	2	75	3	884.2222	142.0845	6	2.4282	0.60705	0	0	2391	638.1901
509	139	2	2004	2	77	3	0	322.201	4.6	2.0235	0.60705	1	0.60705	3438	399.2507
510	139	3	2006	2	79	3	0	191.5359	9	2.4282	0.8094	1	0.8094	2594	287.6215
511	140	1	2002	2	55	0	0	93.59869	5	0.8094	0.12141	0	0	2614	545.6755
512	140	2	2004	2	57	0	0	160.3456	8.5	7.2846	1.01175	1	0.8094	2740	299.1473
513	140	3	2006	2	59	0	0	192.4983	4.1	1.6188	0.4047	1	0.4047	2150	386.1866
514	141	1	2002	2	38	2	773.6944	236.8055	3.3	1.2141	0.8094	0	0	3966	363.063
515	141	2	2004	2	40	2	0	154.0473	3.4	1.2141	0.4047	1	0.4047	3314	404.3073
516	141	3	2006	2	42	2	0	369.2489	3.5	1.6188	0.8094	1	0.8094	3293	572.8591
517	141	4	2008	2	44	2	460.5324	474.4046	3.4	1.41645	0.12141	1	0.12141	3798	706.3876
518	142	1	2002	2	38	10	0	312.8163	7.8	4.047	1.6188	1	0.4047	4052	604.2613
519	142	2	2004	2	40	10	0	681.4916	8.7	7.2846	3.2376	0	0	2339	394.8101
520	143	1	2002	2	43	2	221.0555	92.67132	7.9	1.2141	1.2141	1	0.4047	3209	332.7675
521	143	2	2004	2	45	2	442.1111	293.6505	6.6	1.2141	1.2141	0	0	1979	557.4598
522	143	3	2006	2	47	2	0	240.7716	7.8	1.2141	0.4047	0	0	1807	271.8024
523	144	1	2002	2	35	0	396.0578	184.284	13.7	2.4282	1.2141	0	0	2216	279.9127
524	144	2	2004	2	37	0	276.3194	695.7253	14.8	3.2376	0.8094	1	0.8094	2601	593.1701
525	144	3	2006	2	39	0	2210.555	353.1639	7.2	4.047	1.2141	1	1.2141	4250	449.7179
526	145	1	2002	2	47	10	0	195.4863	8	10.1175	0.8094	0	0	2086	296.6571
527	145	2	2004	2	49	10	0	115.0523	7.1	4.8564	0.8094	0	0	2697	264.8382
528	146	1	2002	2	66	0	55.26389	127.1547	6.9	0.4047	0.4047	0	0	1868	235.9484
529	146	3	2006	2	70	0	0	159.8574	5.6	0.4047	0.4047	1	0.4047	2903	549.3436
530	147	1	2002	2	60	7	0	108.0646	9.1	2.0235	0.4047	0	0	2318	386.8344
531	147	2	2004	2	62	7	0	178.0102	8.2	3.2376	2.0235	0	0	2669	335.8235
532	147	3	2006	2	64	7	0	451.5741	2.8	2.8329	0.8094	0	0	2639	320.757
533	148	1	2002	2	60	0	16.57917	216.1797	8.9	2.4282	1.01175	0	0	2486	391.2264
534	148	2	2004	2	62	0	0	524.3292	8.9	4.4517	2.0235	0	0	4007	440.9859
535	149	1	2002	2	45	0	66.31667	190.9192	6.6	3.2376	2.0235	0	0	3277	544.8613
536	149	2	2004	2	47	0	276.3194	334.6749	3.5	1.6188	1.2141	0	0	2667	803.7255
537	149	3	2006	2	49	0	0	512.053	3.3	0.8094	0	0	0	2960	446.1398
538	150	1	2002	2	40	10	27.63194	112.8182	9.9	2.4282	0.4047	0	0	2415	361.5582
539	150	2	2004	2	42	10	0	223.2833	8.8	3.2376	1.2141	1	0.8094	2937	278.4372
540	151	1	2002	2	55	0	22.10555	178.3332	9.1	0	8.094	1	8.094	2576	721.7688
541	151	2	2004	2	57	0	0	1432.015	4.6	8.4987	4.8564	1	3.2376	2780	765.8076
542	152	1	2002	2	50	15	0	790.5621	4.7	14.1645	4.047	1	0.8094	2766	391.0751
543	152	2	2004	2	52	15	0	566.697	5.8	16.188	4.047	0	0	1977	362.9954
544	152	3	2006	2	54	15	0	546.6517	4.2	10.5222	4.047	1	4.047	4163	778.5193
